restaurant,Asian Cuisine,Dining Experience,Food Quality,Service Speed,Staff Friendliness,Value for Money,Western Cuisine,avg_rating,review_count,Asian Cuisine_text,Dining Experience_text,Food Quality_text,Service Speed_text,Staff Friendliness_text,Value for Money_text,Western Cuisine_text
Enoteca Vino & Cucina,3.0,3.0,4.267785,2.949817,4.954326,4.1978607,3.0,3.8684210526315783,38,No specific mentions.,"For foodies of Malaysia have to say neroteca is Best for their pizzas and beautiful desert. I had been their for one of our friends btithday, have to say the way staff celebrate btithday. They sung th...","We ordered the Ravioli Ricotta Spinaci In Salsa Di Tartufo Bianco and Pappardelle pasta with black angus tenderloin slices in arrabiata sauce, Both dishes were very well prepared. Service by the staff...","I am Italian and finally, for the first time, I felt like I was eating at home.My girlfriend ordered pizza, prosciutto e funghi. I asked if the pizza guy was from Napoli, because it sure tastes like i...",Have visited here on a number of occasions and the staff are extremely helpful.  The food is amazing and I am especially impressed with the gluten free menu.  The best gluten free pizza I have tasted....,Just visited this place a few days ago and couldn't be more satisfied. Great selection of food/drinks as well as an amazing ambience.,"Was impressed with the pizza. It was thin crust, proper wood fired oven, moist and nice tomato based sauce. I always think that you can tell a good Italian restaurant by trying its pizza and neroteca ..."
Entier French Dining,3.0,3.0,4.534105,1.962706,4.8525496,4.4346633,3.0,4.0588235294117645,68,No specific mentions.,"It was a good experience, also because the lunch was hosted by Mint Events which made it extra special! 2 course was rm55 and 3 course rm75. Presentation of the food was really good. See photos attach...","This restaurant is located in the Alila Bangsar. Located on the 41st floor and has a nice ambience and great food too. Love the veg .. roasted egg plant, the chef has done a great job with this dish. ...",Definitely a perfect place to recommend for diners whom are really into trying french fine dining but afraid to try the traditional ones. As Entier does a really good job by keeping the dishes french ...,"Ambience was very nice during dinner, affordable french dining if you're looking for something nice for your family or your love ones. would be back again definitely thank you Entier!Show less","Was recommended this restaurant by a friend, food was amazingly beyond words can describe, started with caviar, oyster, ceviche, corn, bidor duck then soufflé ! A lot of ingredients used are local pro...",No specific mentions.
Essence Restaurant,3.0,3.0,4.341006,1.8711865,4.8265996,4.096117,3.0,3.9655172413793114,116,No specific mentions.,"My wife booked this place for our dinner, Service was excellent the moment we reserve we informed that this booking is special for our son's birthday, upon arrival staff Greeted us in friendly manner,...","So many good choices and we had a great time feasting!! Live and love for the desserts!! They’re so delicious, not too sweet and it’s a total dessert haven for me!! I’m in love!!","First and foremost, all the 5 of us stepped in to Essence on 28 Nov and were impressed with one of their waiter. I would like to compliment one of the Malay waiter working for Essence. He's probably o...","My family and I (6 of us) visited this restaurant on the 18th March 2018 and this is the best lunch buffet we ever had. We tried desserts, satay and many other dishes"";"" all of them are fantastic. A s...",The spread at the international buffet was varied and very delicious. I enjoyed the different cuisines and would certainly come back. A must-have for anyone staying at the hotel!,No specific mentions.
Estana Curry House,3.0,3.0,3.0,3.0,3.0,4.467426,3.0,4.172413793103448,29,No specific mentions.,No specific mentions.,"During the lunch time, you can have a banana leaf curry which consists in a banana leaf on which the waiters will pour some rice, vegetarian curries, and as side dishes popadoms, fried chilies and pic...",I never had the chance to eat at estana curry house but one day while I was walking alone in Kuala Lumpur a strange man was following close behind me for quite some time. I realized and it frightened ...,No specific mentions.,"Found this place while looking for a calm place and it was worth the search. The place was cool, basic but with a very nice service, food, and staff. We enjoy our meal there and hade a great evenig. I...",No specific mentions.
Express Teppanyaki,3.0,3.0,4.350533,3.0,3.0,4.357075,3.0,4.045454545454546,22,No specific mentions.,No specific mentions.,"It was one of the best restaurant i went during my stay at kl. it was a new experience and i really enjoy it, i order sea food plate with mushroom and garlic . All of them were very yummy and great. I...","You need to order and pay at the main station. Don't just take a seat like we saw a few people do.Once you have paid, you may need to wait for a seat, but not too long. We arrived at 8pm and were seat...","Amazing food, amazing staff, amazing experience! Gone there every time I come to KL and I love it so much! Excellent food, so yummy, so good and so well done!! Can't wait to visit again!",The food here is healthy and cooked right before your eyes! It sure is a spectacle! The portions are filling and the quality of the meat is amazing.The shredded beef is my favourite but a close next i...,No specific mentions.
FLOUR,3.0,3.0,4.3667884,2.874521,4.944951,4.0133495,3.0,3.907407407407408,108,No specific mentions.,No specific mentions.,We went last night and the butter chicken was so amazing! It was the same taste as the ones I had in NZ and Aussie. Garlic naan was good as well :) We will definitely be back again! Highly recommended...,"First of all, to avoid any disappointment, please reserve a table in advance. Do try their flat breads as the breads are really soft and tasty. My personal favourite was ladies finger curry with rice....","We were really amazed by the soul of this place. Magic atmosphere, tempting smell . The food was excellent we really enjoyed it! The place is a must!","This is my third visit to FLOUR. The first times were for degustation menus, this was the first time I have tried their a la carte menu. It was excellent! I loved the contemporary take on traditional ...",No specific mentions.
FS Nasi Kandar Corner,3.0,3.0,4.402115,2.648275,4.9681396,4.5418086,3.0,4.413043478260869,92,No specific mentions.,No specific mentions.,"I just got recommended to go here from my hotelowner,I went there and sat down, the waiter came over and asked me if he could supprise me with something mindblowing, wich i said yes to, and it was jus...",OMG I don’t know where to start. It is so delicious and original regional food! I am really sad that it is our last day in Malaysia and we can’t visit this place again! If you are near you definately ...,We spent a good moment at FS nasi! The food is good and the staff is very nice. Will come back with pleasure next time in KL!,I am so happy with this place . Believe you me is good and very safe . I happily recommend if you are looking for good food of local prices . Thanks,No specific mentions.
Fat Brother,3.0,3.0,4.6197424,3.0,3.0,4.377713,3.0,4.578947368421052,19,No specific mentions.,No specific mentions.,"Very nice, I recommend the frog and delicious octopus and fresh green vegetables not to mention the amazing! hot sauces. Also very cheap meals and beers! :) :)",No specific mentions.,No specific mentions.,Fat brother was the highlight of Jalan Alor. I ate there all three times I visited and it was always fresh and delicious! It has a fantastic array of veggie options.,No specific mentions.
Fatboy's The Burger Bar,3.0,3.0,4.2378893,3.8097622,3.0,4.051022,3.0,3.9361702127659575,47,No specific mentions.,No specific mentions.,"Love the idea, perfect decor and environment but the portion was too big for me. I do love the combination that they assembled for the burger, I ordered a stuffed pork bacon burger and it was tasty! I...","I bought the 'Wimpy' burger & """"""""Ceasar Chicken' burger as takeaways. Both tasted amazing. One of the best burgers I've had in a long time. Love the chocolate milkshake with peanut butter that I had ...",Tasted Wimpy and Pirates of the caribbacon at Avenue K. Both were delicious. Will definitely visit again,"This restaurant is pretty much always full of people, with an amazing choose it yourself burger with hundreds of things to add in to and some wonderful sauces, this goes onto my list of best burgers i...",No specific mentions.
Favola,3.0,4.9665146,3.805543,2.4724238,4.810809,3.8715112,3.0,4.138613861386139,101,No specific mentions.,"Le Méridien Kuala Lumpur,""""The ambience and the food was awesome! Came here for my husband's birthday and we both definitely agreed that the lamb shank was super delicious. Ama and Julie never fails t...","Le Méridien Kuala Lumpur,The Italian rolls were awesome..hot from the oven!","Le Méridien Kuala Lumpur,Very politely even last call still serve us and the chief have a good chat with us","Le Méridien Kuala Lumpur,""""I love this place. It is one of the best Italian restaurants in all of Kuala Lumpur. We always come back for their risotto (the chefs specialty - you can’t miss it!) …MoreI ...","Le Méridien Kuala Lumpur,""""Great service as expected of Le Meridian. Tried the fish platter which was amazing! Ask for credit card promos.. Can usually get 30-40% off with certain cards, which actuall...","Le Méridien Kuala Lumpur,""""Italian restaurantI have been there multiple times. I love their food, service & environment. …MoreItalian restaurantI have been there multiple times. I love their food, ser..."
